Date,Barrel_oil_£
2008-03-17,51.368095999999994
2008-03-10,54.598034
2008-03-03,52.19646
2008-02-25,51.256071999999996
2008-02-18,50.225122999999996
2008-02-11,48.705
2008-02-04,47.169779999999996
2008-01-28,45.271744
2008-01-21,45.76319499999999
2008-01-14,46.344669
2008-01-07,47.36459
2007-12-31,49.659952
2007-12-24,48.1728
2007-12-17,47.046902
2007-12-10,45.279047
2007-12-03,43.460244
2007-11-26,43.139672999999995
2007-11-19,47.646754
2007-11-12,46.323209999999996
2007-11-05,46.069855999999994
2007-10-29,45.892912
2007-10-22,44.763378
2007-10-15,43.17478
2007-10-08,41.083421
2007-10-01,39.75719
2007-09-24,39.89091
2007-09-17,40.401900000000005
2007-09-10,39.38389
2007-09-03,37.790090000000006
2007-08-27,36.731244000000004
2007-08-20,35.289076
2007-08-13,36.33550400000001
2007-08-06,35.313327
2007-07-30,37.007844000000006
2007-07-23,38.04788
2007-07-16,36.764804999999996
2007-07-09,36.336595
2007-07-02,36.222975
2007-06-25,35.16330000000001
2007-06-18,34.583828
2007-06-11,34.408
2007-06-04,32.8657
2007-05-28,32.839368
2007-05-21,32.86732
2007-05-14,32.885616
2007-05-07,31.490613
2007-04-30,31.08886
2007-04-23,33.26322999999999
2007-04-16,31.651972
2007-04-09,32.031342
2007-04-02,32.712092
2007-03-26,33.468547
2007-03-19,31.750344000000002
2007-03-12,29.400228000000002
2007-03-05,31.093890000000002
2007-02-26,31.713779999999996
2007-02-19,31.138602
2007-02-12,30.449253000000002
2007-02-05,30.711592000000003
2007-01-29,29.999866
2007-01-22,28.275284
2007-01-15,26.338134000000004
2007-01-08,27.056694000000004
2007-01-01,29.174211000000003
2006-12-25,31.172130000000003
2006-12-18,31.847822999999998
2006-12-11,32.488846
2006-12-04,31.753157
2006-11-27,32.038493
2006-11-20,30.662623999999997
2006-11-13,29.439775
2006-11-06,31.177488
2006-10-30,31.113554
2006-10-23,31.984875
2006-10-16,30.165738
2006-10-09,31.551658999999997
2006-10-02,31.947695999999997
2006-09-25,33.606522
2006-09-18,31.873519999999996
2006-09-11,33.69156
2006-09-04,35.549749999999996
2006-08-28,36.290155
2006-08-21,38.437551000000006
2006-08-14,37.782454
2006-08-07,39.338584999999995
2006-07-31,39.189192000000006
2006-07-24,39.278611999999995
2006-07-17,40.028453999999996
2006-07-10,41.896617000000006
2006-07-03,40.038236
2006-06-26,40.010916
2006-06-19,38.978500000000004
2006-06-12,37.763152
2006-06-05,38.902253
2006-05-29,38.428929
2006-05-22,38.382785999999996
2006-05-15,36.499078
2006-05-08,38.0011
2006-05-01,37.74818199999999
2006-04-24,39.354299999999995
2006-04-17,42.192921000000005
2006-04-10,39.588651999999996
2006-04-03,38.654904
2006-03-27,38.332239
2006-03-20,36.865962
2006-03-13,35.734961000000006
2006-03-06,34.722836
2006-02-27,36.285533
2006-02-20,36.053721
2006-02-13,34.383096
2006-02-06,35.459056000000004
2006-01-30,37.090938
2006-01-23,38.325056000000004
2006-01-16,38.597244999999994
2006-01-09,35.999744
2006-01-02,36.272228999999996
2005-12-26,35.458135999999996
2005-12-19,33.684895
2005-12-12,32.763258
2005-12-05,33.834483
2005-11-28,34.221708
2005-11-21,34.245543000000005
2005-11-14,32.695936
2005-11-07,33.027973
2005-10-31,34.609354
2005-10-24,34.534202
2005-10-17,34.280202
2005-10-10,35.411002
2005-10-03,35.112752
2005-09-26,37.551455999999995
2005-09-19,36.087618
2005-09-12,34.8264
2005-09-05,34.833887999999995
2005-08-29,36.683753
2005-08-22,36.741828
2005-08-15,36.406484999999996
2005-08-08,36.866604
2005-08-01,35.055606
2005-07-25,34.476444
2005-07-18,33.70029
2005-07-11,33.157772
2005-07-04,34.299176
2005-06-27,33.246624999999995
2005-06-20,32.798304
2005-06-13,31.930467
2005-06-06,29.414876
2005-05-30,30.321530000000003
2005-05-23,28.408615000000005
2005-05-16,25.61364
2005-05-09,26.325603000000005
2005-05-02,26.845728
2005-04-25,26.05328
2005-04-18,28.91358
2005-04-11,26.673867
2005-04-04,28.275596
2005-03-28,30.444732
2005-03-21,29.328432000000006
2005-03-14,29.522759999999998
2005-03-07,28.270941999999998
2005-02-28,27.960222
2005-02-21,26.836588000000003
2005-02-14,25.519130000000004
2005-02-07,25.254179999999998
2005-01-31,24.783136
2005-01-24,24.986527999999996
2005-01-17,25.837372
2005-01-10,25.863948
2005-01-03,24.295964
