Date,Barrel_oil_£,Diesel(pence/litre),Petrol(pence/litre),Dutyrate,vat
2004-01-12,19.481385,77.54,75.9,47.1,17.5
2004-01-05,18.554848,77.54,75.88,47.1,17.5
2003-12-29,18.133152000000003,77.6,75.94,47.1,17.5
2003-12-22,18.54947,77.61,75.92,47.1,17.5
2003-12-15,18.68932,77.62,75.96,47.1,17.5
2003-12-08,18.915399999999998,77.63,75.97,47.1,17.5
2003-12-01,17.777305000000002,77.66,76.0,47.1,17.5
2003-11-24,17.653005,77.67,76.02,47.1,17.5
2003-11-17,18.561392,77.52,75.93,47.1,17.5
2003-11-10,19.182461999999997,77.47,75.94,47.1,17.5
2003-11-03,18.42362,77.52,76.0,47.1,17.5
2003-10-27,17.171989,77.51,76.0,47.1,17.5
2003-10-20,17.788368,77.54,76.05,47.1,17.5
2003-10-13,18.276076,77.43,75.9,47.1,17.5
2003-10-06,19.204379,77.66,76.43,47.1,17.5
2003-09-29,18.2704,77.53,76.08,45.82,17.5
2003-09-22,16.974848,77.55,76.15,45.82,17.5
2003-09-15,16.520736,77.63,76.2,45.82,17.5
2003-09-08,17.637653,77.67,76.23,45.82,17.5
2003-09-01,18.182848,77.59,76.13,45.82,17.5
2003-08-18,20.2184,77.44,75.81,45.82,17.5
2003-08-11,19.44351,77.08,75.44,45.82,17.5
2003-08-04,20.061011999999998,76.81,75.12,45.82,17.5
2003-07-28,20.058048000000003,76.86,75.1,45.82,17.5
2003-07-21,18.626958,76.9,75.07,45.82,17.5
2003-07-14,20.083664,76.41,74.21,45.82,17.5
2003-07-07,19.180896,76.46,74.28,45.82,17.5
2003-06-30,18.242874,76.51,74.35,45.82,17.5
2003-06-23,17.746401,76.62,74.42,45.82,17.5
2003-06-16,18.519738,76.69,74.47,45.82,17.5
2003-06-09,18.319505,76.77,74.59,45.82,17.5
